Город;Приоритет города;Направление;Базовая страница;Региональный URL;Кластер;Основной запрос;Источник решения;Статус страницы;Решение;Приоритет P1–P4;Этап;Требование к контенту;Внутренняя перелинковка;Примечание
Атырау;T2;Поддержка сайтов;/web-studiya/podderzhka-saytov;/web-studiya/podderzhka-saytov/atyrau;site_support_geo_atyrau;поддержка сайтов атырау;"Новое вводное заказчика; частотность требует проверки";Новая — создать;NEW;P3;Региональные страницы — этап 3;"Уникальный локальный оффер, спрос и бизнес-контекст города, релевантные кейсы/доказательства, FAQ и CTA; не использовать копию с заменой топонима.";"Городской хаб: /web-studiya/atyrau; базовая услуга: /web-studiya/podderzhka-saytov";Не добавлять LocalBusiness/адрес офиса без фактического присутствия в городе.
Атырау;T2;Digital-консалтинг;/web-studiya/digital-konsalting;/web-studiya/digital-konsalting/atyrau;digital_consulting_geo_atyrau;digital консалтинг атырау;"Новое вводное заказчика; частотность требует проверки";Новая — создать;NEW;P3;Региональные страницы — этап 3;"Уникальный локальный оффер, спрос и бизнес-контекст города, релевантные кейсы/доказательства, FAQ и CTA; не использовать копию с заменой топонима.";"Городской хаб: /web-studiya/atyrau; базовая услуга: /web-studiya/digital-konsalting";Не добавлять LocalBusiness/адрес офиса без фактического присутствия в городе.
Караганда;T1;Веб-студия;/web-studiya;/web-studiya/karaganda;webstudio_geo_karaganda;веб студия караганда;"Новое вводное заказчика; частотность требует проверки";Новая — создать;NEW;P1;Региональные страницы — этап 1;"Уникальный локальный оффер, спрос и бизнес-контекст города, релевантные кейсы/доказательства, FAQ и CTA; не использовать копию с заменой топонима.";"Городской хаб: /web-studiya/karaganda; базовая услуга: /web-studiya";Региональный хаб связывает восемь основных услуг города.
Караганда;T1;Создание сайтов;/sozdanie-saitov;/sozdanie-saitov-v-karagande;site_geo_karaganda;создание сайтов караганда;Существующий URL / GSC / прежняя карта;Существующая — сохранить и переработать;UPDATE;P1;Региональные страницы — этап 1;"Уникальный локальный оффер, спрос и бизнес-контекст города, релевантные кейсы/доказательства, FAQ и CTA; не использовать копию с заменой топонима.";"Городской хаб: /web-studiya/karaganda; базовая услуга: /sozdanie-saitov";Не добавлять LocalBusiness/адрес офиса без фактического присутствия в городе.
Караганда;T1;Услуги дизайнера;/web-studiya/dizayn;/web-studiya/dizayn/karaganda;design_geo_karaganda;услуги дизайнера караганда;"Новое вводное заказчика; частотность требует проверки";Новая — создать;NEW;P2;Региональные страницы — этап 2;"Уникальный локальный оффер, спрос и бизнес-контекст города, релевантные кейсы/доказательства, FAQ и CTA; не использовать копию с заменой топонима.";"Городской хаб: /web-studiya/karaganda; базовая услуга: /web-studiya/dizayn";Не добавлять LocalBusiness/адрес офиса без фактического присутствия в городе.
Караганда;T1;SEO-продвижение;/seo-prodvizhenie-sajtov;/seo-prodvizhenie-sajtov-v-karagande;seo_geo_karaganda;seo продвижение караганда;Существующий URL / GSC / прежняя карта;Существующая — сохранить и переработать;UPDATE;P1;Региональные страницы — этап 1;"Уникальный локальный оффер, спрос и бизнес-контекст города, релевантные кейсы/доказательства, FAQ и CTA; не использовать копию с заменой топонима.";"Городской хаб: /web-studiya/karaganda; базовая услуга: /seo-prodvizhenie-sajtov";Не добавлять LocalBusiness/адрес офиса без фактического присутствия в городе.
Караганда;T1;AEO/GEO-продвижение;/web-studiya/aeo-geo-prodvizhenie;/web-studiya/aeo-geo-prodvizhenie/karaganda;aeo_geo_karaganda;продвижение в ии поиске караганда;"Новое вводное заказчика; частотность требует проверки";Новая — создать;NEW;P2;Региональные страницы — этап 2;"Уникальный локальный оффер, спрос и бизнес-контекст города, релевантные кейсы/доказательства, FAQ и CTA; не использовать копию с заменой топонима.";"Городской хаб: /web-studiya/karaganda; базовая услуга: /web-studiya/aeo-geo-prodvizhenie";Не добавлять LocalBusiness/адрес офиса без фактического присутствия в городе.
Караганда;T1;Контекстная реклама;/web-studiya/kontekstnaya-reklama;/web-studiya/kontekstnaya-reklama/karaganda;ppc_geo_karaganda;контекстная реклама караганда;"Новое вводное заказчика; частотность требует проверки";Новая — создать;NEW;P2;Региональные страницы — этап 2;"Уникальный локальный оффер, спрос и бизнес-контекст города, релевантные кейсы/доказательства, FAQ и CTA; не использовать копию с заменой топонима.";"Городской хаб: /web-studiya/karaganda; базовая услуга: /web-studiya/kontekstnaya-reklama";Не добавлять LocalBusiness/адрес офиса без фактического присутствия в городе.
Караганда;T1;Лидогенерация;/web-studiya/lidogeneratsiya;/web-studiya/lidogeneratsiya/karaganda;leadgen_geo_karaganda;лидогенерация караганда;"Новое вводное заказчика; частотность требует проверки";Новая — создать;NEW;P2;Региональные страницы — этап 2;"Уникальный локальный оффер, спрос и бизнес-контекст города, релевантные кейсы/доказательства, FAQ и CTA; не использовать копию с заменой топонима.";"Городской хаб: /web-studiya/karaganda; базовая услуга: /web-studiya/lidogeneratsiya";Не добавлять LocalBusiness/адрес офиса без фактического присутствия в городе.
Караганда;T1;Поддержка сайтов;/web-studiya/podderzhka-saytov;/web-studiya/podderzhka-saytov/karaganda;site_support_geo_karaganda;поддержка сайтов караганда;"Новое вводное заказчика; частотность требует проверки";Новая — создать;NEW;P2;Региональные страницы — этап 2;"Уникальный локальный оффер, спрос и бизнес-контекст города, релевантные кейсы/доказательства, FAQ и CTA; не использовать копию с заменой топонима.";"Городской хаб: /web-studiya/karaganda; базовая услуга: /web-studiya/podderzhka-saytov";Не добавлять LocalBusiness/адрес офиса без фактического присутствия в городе.
Караганда;T1;Digital-консалтинг;/web-studiya/digital-konsalting;/web-studiya/digital-konsalting/karaganda;digital_consulting_geo_karaganda;digital консалтинг караганда;"Новое вводное заказчика; частотность требует проверки";Новая — создать;NEW;P2;Региональные страницы — этап 2;"Уникальный локальный оффер, спрос и бизнес-контекст города, релевантные кейсы/доказательства, FAQ и CTA; не использовать копию с заменой топонима.";"Городской хаб: /web-studiya/karaganda; базовая услуга: /web-studiya/digital-konsalting";Не добавлять LocalBusiness/адрес офиса без фактического присутствия в городе.
Кокшетау;T3;Веб-студия;/web-studiya;/web-studiya/kokshetau;webstudio_geo_kokshetau;веб студия кокшетау;"Новое вводное заказчика; частотность требует проверки";Новая — создать;NEW;P2;Региональные страницы — этап 2;"Уникальный локальный оффер, спрос и бизнес-контекст города, релевантные кейсы/доказательства, FAQ и CTA; не использовать копию с заменой топонима.";"Городской хаб: /web-studiya/kokshetau; базовая услуга: /web-studiya";Региональный хаб связывает восемь основных услуг города.
Кокшетау;T3;Создание сайтов;/sozdanie-saitov;/sozdanie-saitov-v-kokshetau;site_geo_kokshetau;создание сайтов кокшетау;"Новое вводное заказчика; частотность требует проверки";Новая — создать;NEW;P2;Региональные страницы — этап 2;"Уникальный локальный оффер, спрос и бизнес-контекст города, релевантные кейсы/доказательства, FAQ и CTA; не использовать копию с заменой топонима.";"Городской хаб: /web-studiya/kokshetau; базовая услуга: /sozdanie-saitov";Не добавлять LocalBusiness/адрес офиса без фактического присутствия в городе.
Кокшетау;T3;Услуги дизайнера;/web-studiya/dizayn;/web-studiya/dizayn/kokshetau;design_geo_kokshetau;услуги дизайнера кокшетау;"Новое вводное заказчика; частотность требует проверки";Новая — создать;NEW;P3;Региональные страницы — этап 3;"Уникальный локальный оффер, спрос и бизнес-контекст города, релевантные кейсы/доказательства, FAQ и CTA; не использовать копию с заменой топонима.";"Городской хаб: /web-studiya/kokshetau; базовая услуга: /web-studiya/dizayn";Не добавлять LocalBusiness/адрес офиса без фактического присутствия в городе.
Кокшетау;T3;SEO-продвижение;/seo-prodvizhenie-sajtov;/seo-prodvizhenie-sajtov-v-kokshetau;seo_geo_kokshetau;seo продвижение кокшетау;"Новое вводное заказчика; частотность требует проверки";Новая — создать;NEW;P2;Региональные страницы — этап 2;"Уникальный локальный оффер, спрос и бизнес-контекст города, релевантные кейсы/доказательства, FAQ и CTA; не использовать копию с заменой топонима.";"Городской хаб: /web-studiya/kokshetau; базовая услуга: /seo-prodvizhenie-sajtov";Не добавлять LocalBusiness/адрес офиса без фактического присутствия в городе.
Кокшетау;T3;AEO/GEO-продвижение;/web-studiya/aeo-geo-prodvizhenie;/web-studiya/aeo-geo-prodvizhenie/kokshetau;aeo_geo_kokshetau;продвижение в ии поиске кокшетау;"Новое вводное заказчика; частотность требует проверки";Новая — создать;NEW;P3;Региональные страницы — этап 3;"Уникальный локальный оффер, спрос и бизнес-контекст города, релевантные кейсы/доказательства, FAQ и CTA; не использовать копию с заменой топонима.";"Городской хаб: /web-studiya/kokshetau; базовая услуга: /web-studiya/aeo-geo-prodvizhenie";Не добавлять LocalBusiness/адрес офиса без фактического присутствия в городе.
Кокшетау;T3;Контекстная реклама;/web-studiya/kontekstnaya-reklama;/web-studiya/kontekstnaya-reklama/kokshetau;ppc_geo_kokshetau;контекстная реклама кокшетау;"Новое вводное заказчика; частотность требует проверки";Новая — создать;NEW;P3;Региональные страницы — этап 3;"Уникальный локальный оффер, спрос и бизнес-контекст города, релевантные кейсы/доказательства, FAQ и CTA; не использовать копию с заменой топонима.";"Городской хаб: /web-studiya/kokshetau; базовая услуга: /web-studiya/kontekstnaya-reklama";Не добавлять LocalBusiness/адрес офиса без фактического присутствия в городе.
Кокшетау;T3;Лидогенерация;/web-studiya/lidogeneratsiya;/web-studiya/lidogeneratsiya/kokshetau;leadgen_geo_kokshetau;лидогенерация кокшетау;"Новое вводное заказчика; частотность требует проверки";Новая — создать;NEW;P3;Региональные страницы — этап 3;"Уникальный локальный оффер, спрос и бизнес-контекст города, релевантные кейсы/доказательства, FAQ и CTA; не использовать копию с заменой топонима.";"Городской хаб: /web-studiya/kokshetau; базовая услуга: /web-studiya/lidogeneratsiya";Не добавлять LocalBusiness/адрес офиса без фактического присутствия в городе.
Кокшетау;T3;Поддержка сайтов;/web-studiya/podderzhka-saytov;/web-studiya/podderzhka-saytov/kokshetau;site_support_geo_kokshetau;поддержка сайтов кокшетау;"Новое вводное заказчика; частотность требует проверки";Новая — создать;NEW;P3;Региональные страницы — этап 3;"Уникальный локальный оффер, спрос и бизнес-контекст города, релевантные кейсы/доказательства, FAQ и CTA; не использовать копию с заменой топонима.";"Городской хаб: /web-studiya/kokshetau; базовая услуга: /web-studiya/podderzhka-saytov";Не добавлять LocalBusiness/адрес офиса без фактического присутствия в городе.
Кокшетау;T3;Digital-консалтинг;/web-studiya/digital-konsalting;/web-studiya/digital-konsalting/kokshetau;digital_consulting_geo_kokshetau;digital консалтинг кокшетау;"Новое вводное заказчика; частотность требует проверки";Новая — создать;NEW;P3;Региональные страницы — этап 3;"Уникальный локальный оффер, спрос и бизнес-контекст города, релевантные кейсы/доказательства, FAQ и CTA; не использовать копию с заменой топонима.";"Городской хаб: /web-studiya/kokshetau; базовая услуга: /web-studiya/digital-konsalting";Не добавлять LocalBusiness/адрес офиса без фактического присутствия в городе.
Костанай;T2;Веб-студия;/web-studiya;/web-studiya/kostanay;webstudio_geo_kostanay;веб студия костанай;"Новое вводное заказчика; частотность требует проверки";Новая — создать;NEW;P2;Региональные страницы — этап 2;"Уникальный локальный оффер, спрос и бизнес-контекст города, релевантные кейсы/доказательства, FAQ и CTA; не использовать копию с заменой топонима.";"Городской хаб: /web-studiya/kostanay; базовая услуга: /web-studiya";Региональный хаб связывает восемь основных услуг города.
Костанай;T2;Создание сайтов;/sozdanie-saitov;/sozdanie-saitov-v-kostanae;site_geo_kostanay;создание сайтов костанай;"Новое вводное заказчика; частотность требует проверки";Новая — создать;NEW;P2;Региональные страницы — этап 2;"Уникальный локальный оффер, спрос и бизнес-контекст города, релевантные кейсы/доказательства, FAQ и CTA; не использовать копию с заменой топонима.";"Городской хаб: /web-studiya/kostanay; базовая услуга: /sozdanie-saitov";Не добавлять LocalBusiness/адрес офиса без фактического присутствия в городе.
Костанай;T2;Услуги дизайнера;/web-studiya/dizayn;/web-studiya/dizayn/kostanay;design_geo_kostanay;услуги дизайнера костанай;"Новое вводное заказчика; частотность требует проверки";Новая — создать;NEW;P3;Региональные страницы — этап 3;"Уникальный локальный оффер, спрос и бизнес-контекст города, релевантные кейсы/доказательства, FAQ и CTA; не использовать копию с заменой топонима.";"Городской хаб: /web-studiya/kostanay; базовая услуга: /web-studiya/dizayn";Не добавлять LocalBusiness/адрес офиса без фактического присутствия в городе.
Костанай;T2;SEO-продвижение;/seo-prodvizhenie-sajtov;/seo-prodvizhenie-sajtov-v-kostanae;seo_geo_kostanay;seo продвижение костанай;"Новое вводное заказчика; частотность требует проверки";Новая — создать;NEW;P2;Региональные страницы — этап 2;"Уникальный локальный оффер, спрос и бизнес-контекст города, релевантные кейсы/доказательства, FAQ и CTA; не использовать копию с заменой топонима.";"Городской хаб: /web-studiya/kostanay; базовая услуга: /seo-prodvizhenie-sajtov";Не добавлять LocalBusiness/адрес офиса без фактического присутствия в городе.
Костанай;T2;AEO/GEO-продвижение;/web-studiya/aeo-geo-prodvizhenie;/web-studiya/aeo-geo-prodvizhenie/kostanay;aeo_geo_kostanay;продвижение в ии поиске костанай;"Новое вводное заказчика; частотность требует проверки";Новая — создать;NEW;P3;Региональные страницы — этап 3;"Уникальный локальный оффер, спрос и бизнес-контекст города, релевантные кейсы/доказательства, FAQ и CTA; не использовать копию с заменой топонима.";"Городской хаб: /web-studiya/kostanay; базовая услуга: /web-studiya/aeo-geo-prodvizhenie";Не добавлять LocalBusiness/адрес офиса без фактического присутствия в городе.
Костанай;T2;Контекстная реклама;/web-studiya/kontekstnaya-reklama;/web-studiya/kontekstnaya-reklama/kostanay;ppc_geo_kostanay;контекстная реклама костанай;"Новое вводное заказчика; частотность требует проверки";Новая — создать;NEW;P3;Региональные страницы — этап 3;"Уникальный локальный оффер, спрос и бизнес-контекст города, релевантные кейсы/доказательства, FAQ и CTA; не использовать копию с заменой топонима.";"Городской хаб: /web-studiya/kostanay; базовая услуга: /web-studiya/kontekstnaya-reklama";Не добавлять LocalBusiness/адрес офиса без фактического присутствия в городе.
Костанай;T2;Лидогенерация;/web-studiya/lidogeneratsiya;/web-studiya/lidogeneratsiya/kostanay;leadgen_geo_kostanay;лидогенерация костанай;"Новое вводное заказчика; частотность требует проверки";Новая — создать;NEW;P3;Региональные страницы — этап 3;"Уникальный локальный оффер, спрос и бизнес-контекст города, релевантные кейсы/доказательства, FAQ и CTA; не использовать копию с заменой топонима.";"Городской хаб: /web-studiya/kostanay; базовая услуга: /web-studiya/lidogeneratsiya";Не добавлять LocalBusiness/адрес офиса без фактического присутствия в городе.
Костанай;T2;Поддержка сайтов;/web-studiya/podderzhka-saytov;/web-studiya/podderzhka-saytov/kostanay;site_support_geo_kostanay;поддержка сайтов костанай;"Новое вводное заказчика; частотность требует проверки";Новая — создать;NEW;P3;Региональные страницы — этап 3;"Уникальный локальный оффер, спрос и бизнес-контекст города, релевантные кейсы/доказательства, FAQ и CTA; не использовать копию с заменой топонима.";"Городской хаб: /web-studiya/kostanay; базовая услуга: /web-studiya/podderzhka-saytov";Не добавлять LocalBusiness/адрес офиса без фактического присутствия в городе.
Костанай;T2;Digital-консалтинг;/web-studiya/digital-konsalting;/web-studiya/digital-konsalting/kostanay;digital_consulting_geo_kostanay;digital консалтинг костанай;"Новое вводное заказчика; частотность требует проверки";Новая — создать;NEW;P3;Региональные страницы — этап 3;"Уникальный локальный оффер, спрос и бизнес-контекст города, релевантные кейсы/доказательства, FAQ и CTA; не использовать копию с заменой топонима.";"Городской хаб: /web-studiya/kostanay; базовая услуга: /web-studiya/digital-konsalting";Не добавлять LocalBusiness/адрес офиса без фактического присутствия в городе.
Кызылорда;T3;Веб-студия;/web-studiya;/web-studiya/kyzylorda;webstudio_geo_kyzylorda;веб студия кызылорда;"Новое вводное заказчика; частотность требует проверки";Новая — создать;NEW;P2;Региональные страницы — этап 2;"Уникальный локальный оффер, спрос и бизнес-контекст города, релевантные кейсы/доказательства, FAQ и CTA; не использовать копию с заменой топонима.";"Городской хаб: /web-studiya/kyzylorda; базовая услуга: /web-studiya";Региональный хаб связывает восемь основных услуг города.
Кызылорда;T3;Создание сайтов;/sozdanie-saitov;/sozdanie-saitov-v-kyzylorde;site_geo_kyzylorda;создание сайтов кызылорда;"Новое вводное заказчика; частотность требует проверки";Новая — создать;NEW;P2;Региональные страницы — этап 2;"Уникальный локальный оффер, спрос и бизнес-контекст города, релевантные кейсы/доказательства, FAQ и CTA; не использовать копию с заменой топонима.";"Городской хаб: /web-studiya/kyzylorda; базовая услуга: /sozdanie-saitov";Не добавлять LocalBusiness/адрес офиса без фактического присутствия в городе.
Кызылорда;T3;Услуги дизайнера;/web-studiya/dizayn;/web-studiya/dizayn/kyzylorda;design_geo_kyzylorda;услуги дизайнера кызылорда;"Новое вводное заказчика; частотность требует проверки";Новая — создать;NEW;P3;Региональные страницы — этап 3;"Уникальный локальный оффер, спрос и бизнес-контекст города, релевантные кейсы/доказательства, FAQ и CTA; не использовать копию с заменой топонима.";"Городской хаб: /web-studiya/kyzylorda; базовая услуга: /web-studiya/dizayn";Не добавлять LocalBusiness/адрес офиса без фактического присутствия в городе.
Кызылорда;T3;SEO-продвижение;/seo-prodvizhenie-sajtov;/seo-prodvizhenie-sajtov-v-kyzylorde;seo_geo_kyzylorda;seo продвижение кызылорда;"Новое вводное заказчика; частотность требует проверки";Новая — создать;NEW;P2;Региональные страницы — этап 2;"Уникальный локальный оффер, спрос и бизнес-контекст города, релевантные кейсы/доказательства, FAQ и CTA; не использовать копию с заменой топонима.";"Городской хаб: /web-studiya/kyzylorda; базовая услуга: /seo-prodvizhenie-sajtov";Не добавлять LocalBusiness/адрес офиса без фактического присутствия в городе.
Кызылорда;T3;AEO/GEO-продвижение;/web-studiya/aeo-geo-prodvizhenie;/web-studiya/aeo-geo-prodvizhenie/kyzylorda;aeo_geo_kyzylorda;продвижение в ии поиске кызылорда;"Новое вводное заказчика; частотность требует проверки";Новая — создать;NEW;P3;Региональные страницы — этап 3;"Уникальный локальный оффер, спрос и бизнес-контекст города, релевантные кейсы/доказательства, FAQ и CTA; не использовать копию с заменой топонима.";"Городской хаб: /web-studiya/kyzylorda; базовая услуга: /web-studiya/aeo-geo-prodvizhenie";Не добавлять LocalBusiness/адрес офиса без фактического присутствия в городе.
Кызылорда;T3;Контекстная реклама;/web-studiya/kontekstnaya-reklama;/web-studiya/kontekstnaya-reklama/kyzylorda;ppc_geo_kyzylorda;контекстная реклама кызылорда;"Новое вводное заказчика; частотность требует проверки";Новая — создать;NEW;P3;Региональные страницы — этап 3;"Уникальный локальный оффер, спрос и бизнес-контекст города, релевантные кейсы/доказательства, FAQ и CTA; не использовать копию с заменой топонима.";"Городской хаб: /web-studiya/kyzylorda; базовая услуга: /web-studiya/kontekstnaya-reklama";Не добавлять LocalBusiness/адрес офиса без фактического присутствия в городе.
Кызылорда;T3;Лидогенерация;/web-studiya/lidogeneratsiya;/web-studiya/lidogeneratsiya/kyzylorda;leadgen_geo_kyzylorda;лидогенерация кызылорда;"Новое вводное заказчика; частотность требует проверки";Новая — создать;NEW;P3;Региональные страницы — этап 3;"Уникальный локальный оффер, спрос и бизнес-контекст города, релевантные кейсы/доказательства, FAQ и CTA; не использовать копию с заменой топонима.";"Городской хаб: /web-studiya/kyzylorda; базовая услуга: /web-studiya/lidogeneratsiya";Не добавлять LocalBusiness/адрес офиса без фактического присутствия в городе.
Кызылорда;T3;Поддержка сайтов;/web-studiya/podderzhka-saytov;/web-studiya/podderzhka-saytov/kyzylorda;site_support_geo_kyzylorda;поддержка сайтов кызылорда;"Новое вводное заказчика; частотность требует проверки";Новая — создать;NEW;P3;Региональные страницы — этап 3;"Уникальный локальный оффер, спрос и бизнес-контекст города, релевантные кейсы/доказательства, FAQ и CTA; не использовать копию с заменой топонима.";"Городской хаб: /web-studiya/kyzylorda; базовая услуга: /web-studiya/podderzhka-saytov";Не добавлять LocalBusiness/адрес офиса без фактического присутствия в городе.
Кызылорда;T3;Digital-консалтинг;/web-studiya/digital-konsalting;/web-studiya/digital-konsalting/kyzylorda;digital_consulting_geo_kyzylorda;digital консалтинг кызылорда;"Новое вводное заказчика; частотность требует проверки";Новая — создать;NEW;P3;Региональные страницы — этап 3;"Уникальный локальный оффер, спрос и бизнес-контекст города, релевантные кейсы/доказательства, FAQ и CTA; не использовать копию с заменой топонима.";"Городской хаб: /web-studiya/kyzylorda; базовая услуга: /web-studiya/digital-konsalting";Не добавлять LocalBusiness/адрес офиса без фактического присутствия в городе.
Павлодар;T2;Веб-студия;/web-studiya;/web-studiya/pavlodar;webstudio_geo_pavlodar;веб студия павлодар;"Новое вводное заказчика; частотность требует проверки";Новая — создать;NEW;P2;Региональные страницы — этап 2;"Уникальный локальный оффер, спрос и бизнес-контекст города, релевантные кейсы/доказательства, FAQ и CTA; не использовать копию с заменой топонима.";"Городской хаб: /web-studiya/pavlodar; базовая услуга: /web-studiya";Региональный хаб связывает восемь основных услуг города.
Павлодар;T2;Создание сайтов;/sozdanie-saitov;/sozdanie-saitov-v-pavlodare;site_geo_pavlodar;создание сайтов павлодар;"Новое вводное заказчика; частотность требует проверки";Новая — создать;NEW;P2;Региональные страницы — этап 2;"Уникальный локальный оффер, спрос и бизнес-контекст города, релевантные кейсы/доказательства, FAQ и CTA; не использовать копию с заменой топонима.";"Городской хаб: /web-studiya/pavlodar; базовая услуга: /sozdanie-saitov";Не добавлять LocalBusiness/адрес офиса без фактического присутствия в городе.
Павлодар;T2;Услуги дизайнера;/web-studiya/dizayn;/web-studiya/dizayn/pavlodar;design_geo_pavlodar;услуги дизайнера павлодар;"Новое вводное заказчика; частотность требует проверки";Новая — создать;NEW;P3;Региональные страницы — этап 3;"Уникальный локальный оффер, спрос и бизнес-контекст города, релевантные кейсы/доказательства, FAQ и CTA; не использовать копию с заменой топонима.";"Городской хаб: /web-studiya/pavlodar; базовая услуга: /web-studiya/dizayn";Не добавлять LocalBusiness/адрес офиса без фактического присутствия в городе.
Павлодар;T2;SEO-продвижение;/seo-prodvizhenie-sajtov;/seo-prodvizhenie-sajtov-v-pavlodare;seo_geo_pavlodar;seo продвижение павлодар;"Новое вводное заказчика; частотность требует проверки";Новая — создать;NEW;P2;Региональные страницы — этап 2;"Уникальный локальный оффер, спрос и бизнес-контекст города, релевантные кейсы/доказательства, FAQ и CTA; не использовать копию с заменой топонима.";"Городской хаб: /web-studiya/pavlodar; базовая услуга: /seo-prodvizhenie-sajtov";Не добавлять LocalBusiness/адрес офиса без фактического присутствия в городе.
Павлодар;T2;AEO/GEO-продвижение;/web-studiya/aeo-geo-prodvizhenie;/web-studiya/aeo-geo-prodvizhenie/pavlodar;aeo_geo_pavlodar;продвижение в ии поиске павлодар;"Новое вводное заказчика; частотность требует проверки";Новая — создать;NEW;P3;Региональные страницы — этап 3;"Уникальный локальный оффер, спрос и бизнес-контекст города, релевантные кейсы/доказательства, FAQ и CTA; не использовать копию с заменой топонима.";"Городской хаб: /web-studiya/pavlodar; базовая услуга: /web-studiya/aeo-geo-prodvizhenie";Не добавлять LocalBusiness/адрес офиса без фактического присутствия в городе.
Павлодар;T2;Контекстная реклама;/web-studiya/kontekstnaya-reklama;/web-studiya/kontekstnaya-reklama/pavlodar;ppc_geo_pavlodar;контекстная реклама павлодар;"Новое вводное заказчика; частотность требует проверки";Новая — создать;NEW;P3;Региональные страницы — этап 3;"Уникальный локальный оффер, спрос и бизнес-контекст города, релевантные кейсы/доказательства, FAQ и CTA; не использовать копию с заменой топонима.";"Городской хаб: /web-studiya/pavlodar; базовая услуга: /web-studiya/kontekstnaya-reklama";Не добавлять LocalBusiness/адрес офиса без фактического присутствия в городе.
Павлодар;T2;Лидогенерация;/web-studiya/lidogeneratsiya;/web-studiya/lidogeneratsiya/pavlodar;leadgen_geo_pavlodar;лидогенерация павлодар;"Новое вводное заказчика; частотность требует проверки";Новая — создать;NEW;P3;Региональные страницы — этап 3;"Уникальный локальный оффер, спрос и бизнес-контекст города, релевантные кейсы/доказательства, FAQ и CTA; не использовать копию с заменой топонима.";"Городской хаб: /web-studiya/pavlodar; базовая услуга: /web-studiya/lidogeneratsiya";Не добавлять LocalBusiness/адрес офиса без фактического присутствия в городе.
Павлодар;T2;Поддержка сайтов;/web-studiya/podderzhka-saytov;/web-studiya/podderzhka-saytov/pavlodar;site_support_geo_pavlodar;поддержка сайтов павлодар;"Новое вводное заказчика; частотность требует проверки";Новая — создать;NEW;P3;Региональные страницы — этап 3;"Уникальный локальный оффер, спрос и бизнес-контекст города, релевантные кейсы/доказательства, FAQ и CTA; не использовать копию с заменой топонима.";"Городской хаб: /web-studiya/pavlodar; базовая услуга: /web-studiya/podderzhka-saytov";Не добавлять LocalBusiness/адрес офиса без фактического присутствия в городе.
Павлодар;T2;Digital-консалтинг;/web-studiya/digital-konsalting;/web-studiya/digital-konsalting/pavlodar;digital_consulting_geo_pavlodar;digital консалтинг павлодар;"Новое вводное заказчика; частотность требует проверки";Новая — создать;NEW;P3;Региональные страницы — этап 3;"Уникальный локальный оффер, спрос и бизнес-контекст города, релевантные кейсы/доказательства, FAQ и CTA; не использовать копию с заменой топонима.";"Городской хаб: /web-studiya/pavlodar; базовая услуга: /web-studiya/digital-konsalting";Не добавлять LocalBusiness/адрес офиса без фактического присутствия в городе.
Петропавловск;T1;Веб-студия;/web-studiya;/web-studiya/petropavlovsk;webstudio_geo_petropavlovsk;веб студия петропавловск;"Новое вводное заказчика; частотность требует проверки";Новая — создать;NEW;P1;Региональные страницы — этап 1;"Уникальный локальный оффер, спрос и бизнес-контекст города, релевантные кейсы/доказательства, FAQ и CTA; не использовать копию с заменой топонима.";"Городской хаб: /web-studiya/petropavlovsk; базовая услуга: /web-studiya";Региональный хаб связывает восемь основных услуг города.
Петропавловск;T1;Создание сайтов;/sozdanie-saitov;/sozdanie-saitov-v-Petropavlovske;site_geo_petropavlovsk;создание сайтов петропавловск;Существующий URL / GSC / прежняя карта;Существующая — сохранить и переработать;UPDATE;P1;Региональные страницы — этап 1;"Уникальный локальный оффер, спрос и бизнес-контекст города, релевантные кейсы/доказательства, FAQ и CTA; не использовать копию с заменой топонима.";"Городской хаб: /web-studiya/petropavlovsk; базовая услуга: /sozdanie-saitov";Не добавлять LocalBusiness/адрес офиса без фактического присутствия в городе.
Петропавловск;T1;Услуги дизайнера;/web-studiya/dizayn;/web-studiya/dizayn/petropavlovsk;design_geo_petropavlovsk;услуги дизайнера петропавловск;"Новое вводное заказчика; частотность требует проверки";Новая — создать;NEW;P2;Региональные страницы — этап 2;"Уникальный локальный оффер, спрос и бизнес-контекст города, релевантные кейсы/доказательства, FAQ и CTA; не использовать копию с заменой топонима.";"Городской хаб: /web-studiya/petropavlovsk; базовая услуга: /web-studiya/dizayn";Не добавлять LocalBusiness/адрес офиса без фактического присутствия в городе.
Петропавловск;T1;SEO-продвижение;/seo-prodvizhenie-sajtov;/seo-prodvizhenie-sajtov-v-petropavlovske;seo_geo_petropavlovsk;seo продвижение петропавловск;Существующий URL / GSC / прежняя карта;Существующая — сохранить и переработать;UPDATE;P1;Региональные страницы — этап 1;"Уникальный локальный оффер, спрос и бизнес-контекст города, релевантные кейсы/доказательства, FAQ и CTA; не использовать копию с заменой топонима.";"Городской хаб: /web-studiya/petropavlovsk; базовая услуга: /seo-prodvizhenie-sajtov";Не добавлять LocalBusiness/адрес офиса без фактического присутствия в городе.
